"T31762207","Perform installtion via curl generated on the VM launched via GCP","",""," Need to Triage","C292235","","","","","Installation should be successful and Pod should be registered","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-107381","Appliances (POD)","","R14058","Curl Command","3","","V2 - K3s Appliance > Installation > Functional > Curl Command","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762208","Generate CF template for AWS cloud platform","",""," Need to Triage","C292245","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-98870","Appliances (POD)","","R14058","AWS","4","","V2 - K3s Appliance > Installation > Functional > Template > AWS","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762209","Use the template to launch the pod cluster via AWS","",""," Need to Triage","C292246","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-98870","Appliances (POD)","","R14058","AWS","4","","V2 - K3s Appliance > Installation > Functional > Template > AWS","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762170","Add new node","",""," Need to Triage","C279788","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-103050","Appliances (POD)","","R14058","Addition","2","","V2 - K3s Appliance > Multi-Node > Addition","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762171","Add node for online Cluster","",""," Need to Triage","C279790","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-103050","Appliances (POD)","","R14058","Addition","2","","V2 - K3s Appliance > Multi-Node > Addition","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762193","Verify that update is available on UI when new build arrives on the env","",""," Need to Triage","C281999","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-108672","Appliances (POD)","","R14058","Update","2","","V2 - K3s Appliance > Update / Upgrade > Update","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762194","Perform update with healthy pod","",""," Need to Triage","C282003","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-108672","Appliances (POD)","","R14058","Update","2","","V2 - K3s Appliance > Update / Upgrade > Update","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762195","Perform update with pod with low disk","",""," Need to Triage","C282004","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-108672","Appliances (POD)","","R14058","Update","2","","V2 - K3s Appliance > Update / Upgrade > Update","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762196","On successful update, all pods restarts with latest available image","",""," Need to Triage","C282007","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-108672","Appliances (POD)","","R14058","Update","2","","V2 - K3s Appliance > Update / Upgrade > Update","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762197","Verify that no image is being pulled from any external source","",""," Need to Triage","C282008","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-108672","Appliances (POD)","","R14058","Update","2","","V2 - K3s Appliance > Update / Upgrade > Update","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762198","Verify that all the images are rolled back in case of update failure","",""," Need to Triage","C282022","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-108672","Appliances (POD)","","R14058","Roll Back","2","","V2 - K3s Appliance > Update / Upgrade > Roll Back","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762199","Verify that the pods are healthy after rolled back","",""," Need to Triage","C282024","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-108672","Appliances (POD)","","R14058","Roll Back","2","","V2 - K3s Appliance > Update / Upgrade > Roll Back","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762200","Perform new pod installations when v2 feature flag is disabled from BOP.","",""," Need to Triage","C292190","","","","","A gravity/v1 pod is installed successfully if installation is performed when v2 feature flag is disabled from BOP.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","","Appliances (POD)","","R14058","V1 V2 Coexistence","1","","V2 - K3s Appliance > V1 V2 Coexistence","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""
"T31762201","Perform new pod installations when v2 feature flag is enabled from BOP.","",""," Need to Triage","C292191","","","","","V2 pod is installed successfully if installation is performed when v2 feature flag is enabled from BOP.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","","Appliances (POD)","","R14058","V1 V2 Coexistence","1","","V2 - K3s Appliance > V1 V2 Coexistence","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 10:34 AM","Functional",""


"ID","Title","Assigned To","Automated Cases","Automation Type","Case ID","Comment","Defects","Elapsed","Estimate","Expected Result","Forecast","Goals","In Progress","Mission","Obsolete","Plan","Plan ID","Preconditions","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Section Hierarchy","Status","Steps","Steps","Steps (Actual Result)","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Status)","Steps (Step)","Template","Tested By","Tested On","Type","Version"
"T31762252","Verify that the prometheus-server pod is healthy after fresh installation on 1.120","",""," Need to Triage","C334724","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146523","Bugs 1.120","","R14059","Prometheus Server pod in CrashLoopBackOff","2","","Bugs > 1.120 > Prometheus Server pod in CrashLoopBackOff","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:33 AM","Functional",""
"T31762253","Verify that the prometheus-server pod is healthy after update to 1.120","",""," Need to Triage","C334725","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146523","Bugs 1.120","","R14059","Prometheus Server pod in CrashLoopBackOff","2","","Bugs > 1.120 > Prometheus Server pod in CrashLoopBackOff","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:33 AM","Functional",""
"T31762254","Verify that the memory limit of prometheus-server pod is 1000Mi after update to 1.120","",""," Need to Triage","C334726","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146523","Bugs 1.120","","R14059","Prometheus Server pod in CrashLoopBackOff","2","","Bugs > 1.120 > Prometheus Server pod in CrashLoopBackOff","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:33 AM","Functional",""
"T31762255","Roll back the application to 1.119 and valdiate the limit is reduced to 500","",""," Need to Triage","C334727","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146523","Bugs 1.120","","R14059","Prometheus Server pod in CrashLoopBackOff","2","","Bugs > 1.120 > Prometheus Server pod in CrashLoopBackOff","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:33 AM","Functional",""
"T31762256","Restart the pod and validate persistance of the memory limit in the pod","",""," Need to Triage","C334728","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146523","Bugs 1.120","","R14059","Prometheus Server pod in CrashLoopBackOff","2","","Bugs > 1.120 > Prometheus Server pod in CrashLoopBackOff","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:33 AM","Functional",""
"T31762257","Generte pod report from UI for appliance where multiple scanjobs are running","",""," Need to Triage","C334729","","","","","Tenant id is reflected the output of active scan jobs list","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-145970","Bugs 1.120","","R14059","[QA][Pod] Tenant id is unavailable and formatting is not correct of list of active scan jobs in report from appliance","2","","Bugs > 1.120 > [QA][Pod] Tenant id is unavailable and formatting is not correct of list of active scan jobs in report from appliance","Untested","Trigger multiple scanjobs on tenant
generate report from pod UI 
Also check the report generated by scheduled job","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762258","Verify the API errors for /core/v1/admin/appliance/<id>/task_qos_length""""","",""," Need to Triage","C334730","","","","","It should not be 500","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-145134","Bugs 1.120","","R14059","Appliance: 500 Internal server Errors on admin/appliance APIs","2","","Bugs > 1.120 > Appliance: 500 Internal server Errors on admin/appliance APIs","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762259","Verify the API errors for /core/v1/admin/appliance/<id>/fetch_pod_metrics""""","",""," Need to Triage","C334731","","","","","It should not be 500","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-145134","Bugs 1.120","","R14059","Appliance: 500 Internal server Errors on admin/appliance APIs","2","","Bugs > 1.120 > Appliance: 500 Internal server Errors on admin/appliance APIs","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31763407","Verify the get_appliance_service_metrics API does not fail for any pods on the UI.","",""," Need to Triage","C335184","","","","","get_appliance_service_metrics API does not fail for any pods on the UI.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-149169","Bugs 1.120","","R14059","PRIV-149169 get_appliance_service_metrics API failing","2","","Bugs > 1.120 > PRIV-149169 get_appliance_service_metrics API failing","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 3:32 PM","Functional",""
"T31763408","Verify the data for Cluster status tab is fetched correctly through the get_appliance_service_metrics API.","",""," Need to Triage","C335185","","","","","Data for Cluster status tab is fetched correctly through the get_appliance_service_metrics API.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-149169","Bugs 1.120","","R14059","PRIV-149169 get_appliance_service_metrics API failing","2","","Bugs > 1.120 > PRIV-149169 get_appliance_service_metrics API failing","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 3:32 PM","Functional",""
"T31763409","Verify the correctness of data for an active pod by validating the data from appliance and then on Cluster status UI from the get_appliance_service_metrics API.","",""," Need to Triage","C335186","","","","","Correctness of data is validated for an active pod by checking the data from appliance and then on Cluster status UI from the get_appliance_service_metrics API.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-149169","Bugs 1.120","","R14059","PRIV-149169 get_appliance_service_metrics API failing","2","","Bugs > 1.120 > PRIV-149169 get_appliance_service_metrics API failing","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 3:32 PM","Functional",""
"T31763410","Verify a prompt is added to reboot once preflight checks are executed to ensure file descriptor limit reset.","",""," Need to Triage","C335187","","","","","Addition of prompt to reboot once preflight checks are executed to ensure file descriptor limit reset is verified.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-141682","Bugs 1.120","","R14059","PRIV-141682 Instructions to remove iptables in preflight v2","2","","Bugs > 1.120 > PRIV-141682 Instructions to remove iptables in preflight v2","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 4:33 PM","Functional",""
"T31763411","Verify unsupported iptables version is identified in the preflight execution.","",""," Need to Triage","C335188","","","","","Unsupported iptables version is identified in the preflight execution.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-141682","Bugs 1.120","","R14059","PRIV-141682 Instructions to remove iptables in preflight v2","2","","Bugs > 1.120 > PRIV-141682 Instructions to remove iptables in preflight v2","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 4:33 PM","Functional",""
"T31763412","Verify some instructions are also provided in the preflight checks regarding iptables removal.","",""," Need to Triage","C335189","","","","","Instructions to remove iptables are also provided in the preflight execution.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-141682","Bugs 1.120","","R14059","PRIV-141682 Instructions to remove iptables in preflight v2","2","","Bugs > 1.120 > PRIV-141682 Instructions to remove iptables in preflight v2","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 4:33 PM","Functional",""
"T31763413","Verify instructions contain appropriate command that will remove iptables from the instance.","",""," Need to Triage","C335190","","","","","Instructions contain appropriate command like yum remove iptables that will remove iptables from the instance.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-141682","Bugs 1.120","","R14059","PRIV-141682 Instructions to remove iptables in preflight v2","2","","Bugs > 1.120 > PRIV-141682 Instructions to remove iptables in preflight v2","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 4:33 PM","Functional",""
"T31763414","Verify the minimum disk size in cloud formation template is updated to 1tb.","",""," Need to Triage","C335191","","","","","Minimum disk size in cloud formation template is updated to 1tb.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-148271","Bugs 1.120","","R14059","PRIV-148271 Mismatch in min disk requirements b/w doc and template","2","","Bugs > 1.120 > PRIV-148271 Mismatch in min disk requirements b/w doc and template","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31763415","Verify the documentations also highlight 1 tb as the minimum required disk size.","",""," Need to Triage","C335192","","","","","Documentations also highlight 1 tb as the minimum required disk size.","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-148271","Bugs 1.120","","R14059","PRIV-148271 Mismatch in min disk requirements b/w doc and template","2","","Bugs > 1.120 > PRIV-148271 Mismatch in min disk requirements b/w doc and template","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""


"ID","Title","Assigned To","Automated Cases","Automation Type","Case ID","Comment","Defects","Elapsed","Estimate","Expected Result","Forecast","Goals","In Progress","Mission","Obsolete","Plan","Plan ID","Preconditions","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Section Hierarchy","Status","Steps","Steps","Steps (Actual Result)","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Status)","Steps (Step)","Template","Tested By","Tested On","Type","Version"
"T31765708","Verify the Active Appliance logs in efk, logs should reflect appliance_mode field for V2 pod","",""," Need to Triage","C335502","Reopened","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-147213","Enhancements","","R14060","Add install mode to appliance active log","3","","Appliance > Logs > Active Appliance on EFK > Add install mode to appliance active log","Failed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 5:31 PM","Functional",""
"T31765709","Verify the appliance_mode for V1 pod","",""," Need to Triage","C335503","Reopened","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-147213","Enhancements","","R14060","Add install mode to appliance active log","3","","Appliance > Logs > Active Appliance on EFK > Add install mode to appliance active log","Failed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 5:31 PM","Functional",""
"T31765710","Verify the appliance_mode for EDSS","",""," Need to Triage","C335504","Reopened","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-147213","Enhancements","","R14060","Add install mode to appliance active log","3","","Appliance > Logs > Active Appliance on EFK > Add install mode to appliance active log","Failed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 5:31 PM","Functional",""
"T31765711","Verify the field for appliances older than 1.120","",""," Need to Triage","C335505","","","","","Mode should not be available","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-147213","Enhancements","","R14060","Add install mode to appliance active log","3","","Appliance > Logs > Active Appliance on EFK > Add install mode to appliance active log","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/23/2024 5:31 PM","Functional",""
"T31762272","Verify that the Prometheus Node Exporter is available in the cluster service status grid","",""," Need to Triage","C334737","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762273","Verify that the Prometheus pushgateway is available in the cluster service status grid","",""," Need to Triage","C334738","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762274","Verify that the Prometheus server is available in the cluster service status grid","",""," Need to Triage","C334739","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762275","Verify that the QNode manager is available in the cluster service status grid","",""," Need to Triage","C334740","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762276","Verify that the Prometheus Node Exporter is available in the cluster service status grid","",""," Need to Triage","C334741","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762277","Verify that the Prometheus pushgateway is available in the cluster service status grid","",""," Need to Triage","C334742","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762278","Verify that the Prometheus server is available in the cluster service status grid","",""," Need to Triage","C334743","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762279","Verify that the QNode manager is available in the cluster service status grid","",""," Need to Triage","C334744","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762280","Verify that the cluster status tab for  Prometheus Node Exporter reflects healthy icon when pod is healthy","",""," Need to Triage","C334745","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762281","Verify that the cluster status tab for  Prometheus Node Exporter reflects unhealthy icon when pod is unhealthy","",""," Need to Triage","C334746","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762282","Verify that the cluster status tab for  Prometheus Node Exporter reflects the reason for unhealthy icon on hover","",""," Need to Triage","C334747","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762283","Verify that the cluster status tab for  Prometheus Node Exporter reflects the correct status of pod with byok insallation","",""," Need to Triage","C334748","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762284","Verify that the cluster status tab for  Prometheus Node Exporter reflects the correct status of pod with airgap insallation","",""," Need to Triage","C334749","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762285","Verify that the cluster status tab for  Prometheus Node Exporter is not reflected for the pods older than 1.1120","",""," Need to Triage","C334750","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762286","Verify that the cluster status tab for  Prometheus pushgateway reflects healthy icon when pod is healthy","",""," Need to Triage","C334751","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762287","Verify that the cluster status tab for  Prometheus pushgateway reflects unhealthy icon when pod is unhealthy","",""," Need to Triage","C334752","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762288","Verify that the cluster status tab for  Prometheus pushgateway reflects the reason for unhealthy icon on hover","",""," Need to Triage","C334753","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762289","Verify that the cluster status tab for  Prometheus pushgateway reflects the correct status of pod with byok insallation","",""," Need to Triage","C334754","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","reflects healthy icon when pod is healthy","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762290","Verify that the cluster status tab for  Prometheus pushgateway reflects the correct status of pod with airgap insallation","",""," Need to Triage","C334755","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","reflects unhealthy icon when pod is unhealthy","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762291","Verify that the cluster status tab for  Prometheus pushgateway is not reflected for the pods older than 1.1120","",""," Need to Triage","C334756","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","reflects the reason for unhealthy icon on hover","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762292","Verify that the cluster status tab for  Prometheus server reflects healthy icon when pod is healthy","",""," Need to Triage","C334757","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Passed","reflects the correct status of pod with byok insallation","","","","","","","","","Test Case (Text)","Zainab Turabi","7/22/2024 2:32 AM","Functional",""
"T31762293","Verify that the cluster status tab for  Prometheus server reflects unhealthy icon when pod is unhealthy","",""," Need to Triage","C334758","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","reflects the correct status of pod with airgap insallation","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762294","Verify that the cluster status tab for  Prometheus server reflects the reason for unhealthy icon on hover","",""," Need to Triage","C334759","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","is not reflected for the pods older than 1.1120","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762295","Verify that the cluster status tab for  Prometheus server reflects the correct status of pod with byok insallation","",""," Need to Triage","C334760","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762296","Verify that the cluster status tab for  Prometheus server reflects the correct status of pod with airgap insallation","",""," Need to Triage","C334761","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
"T31762297","Verify that the cluster status tab for  Prometheus server is not reflected for the pods older than 1.1120","",""," Need to Triage","C334762","","","","","","","","","","No","Appliance (Pod) - 1.120","R14057","","Medium","PRIV-146522","Enhancements","","R14060","Add Prometheus pods in the Cluster Service Status in the UI","3","","Add-ons > Pod Dashboard - Cluster Status > Enhancements > Add Prometheus pods in the Cluster Service Status in the UI","Untested","","","","","","","","","","Test Case (Text)","","","Functional",""
